iter	MultiClass
266	0.03787094688
267	0.03773312574
268	0.03747366938
269	0.03732346369
270	0.03719586317
271	0.03705875644
272	0.036880431
273	0.03669062495
274	0.03654242876
275	0.03631242908
276	0.03623137219
277	0.03610393161
278	0.03582904384
279	0.03569563088
280	0.0355897496
281	0.03533942464
282	0.03512239122
283	0.0349851092
284	0.03471703913
285	0.03458555276
286	0.0344449798
287	0.03433548507
288	0.03415558941
289	0.03402926551
290	0.03385960754
291	0.03367499604
292	0.03358025049
293	0.03344381692
294	0.03334562828
295	0.03312197868
296	0.03293967512
297	0.03272527428
298	0.03263383583
299	0.03250522804
300	0.03240436736
301	0.03226848032
302	0.03217185981
303	0.0320271487
304	0.03188369346
305	0.03177829777
306	0.03162853931
307	0.0315024561
308	0.03131506434
309	0.03109794475
310	0.03095866696
311	0.0308749042
312	0.03068786237
313	0.03054979653
314	0.03045952294
315	0.03034929775
316	0.03025133296
317	0.03015256134
318	0.0300492807
319	0.02990870617
320	0.02974426556
321	0.02963755532
322	0.02953172072
323	0.02944002608
324	0.02929562111
325	0.02920149189
326	0.02911296246
327	0.0289856575
328	0.02887031485
329	0.02877356474
330	0.02864774362
331	0.0285661161
332	0.02849492663
333	0.02839605157
334	0.02829848899
335	0.02821538988
336	0.02811288369
337	0.02794988544
338	0.02787596625
339	0.02778909913
340	0.02767188874
341	0.02759542351
342	0.02749351944
343	0.02742123733
344	0.02727968448
345	0.02720609619
346	0.02712644967
347	0.02708788156
348	0.02699049532
349	0.02692992576
350	0.02683682961
351	0.02676105096
352	0.02668604637
353	0.02657171649
354	0.0263977218
355	0.02630029886
356	0.02622684649
357	0.02616228687
358	0.02606957895
359	0.02600417615
360	0.02592887449
361	0.02586031189
362	0.0257444898
363	0.02566535818
364	0.02558158114
365	0.02548550859
366	0.02540961878
367	0.02534684944
368	0.02523344548
369	0.02516400908
370	0.02511038839
371	0.02500960302
372	0.02496438095
373	0.02489243104
374	0.02481878697
375	0.02475225386
376	0.02467291447
377	0.02457322248
378	0.02450469097
379	0.02442667207
380	0.02434114216
381	0.02428207613
382	0.02419695689
383	0.02415039574
384	0.02401992704
385	0.02392418841
386	0.0238497803
387	0.02377094358
388	0.02366132137
389	0.02360100987
390	0.02350513099
391	0.02344690186
392	0.02340579932
393	0.02335349047
394	0.0232933221
395	0.02321199329
396	0.02308369585
397	0.02300456727
398	0.02291766013
399	0.02284829711
